,Duration of Model,Accuracy Score of Train Model,Accuracy Score of Test  Model,X_train columns,Y_train columns
0,0.21592235565185547,0.5495137046861185,0.5528623001547189,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[12]
