,Duration of Model,Accuracy Score of Train Model,Accuracy Score of Test  Model,X_train columns,Y_train columns,PCA
0,0.024932861328125,0.9305923961096375,0.9345023207839093,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[13],3
