,Duration of Model,Accuracy Score of Train Model,Accuracy Score of Test  Model,X_train columns,Y_train columns,PCA
0,0.012965202331542969,0.986737400530504,0.9840123775141826,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[0],3
