,Duration of Model,Accuracy Score of Train Model,Accuracy Score of Test  Model,X_train columns,Y_train columns,PCA
0,0.007979154586791992,0.9861447107983285,0.9835897435897436,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[0],2
