,Duration of Model,Accuracy Score of Train Model,Accuracy Score of Test  Model,X_train columns,Y_train columns,PCA
0,0.007978200912475586,0.9793270288102045,0.9723076923076923,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[0],1
