,Duration of Model,Accuracy Score of Train Model,Accuracy Score of Test  Model,X_train columns,Y_train columns
0,0.05887007713317871,0.9308134394341291,0.9339865910263022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[12]
